title,artist,gender,year,bucket,track_title,line,lyric
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,1,"""At the count of three, I want y'all to tell me the name of my DJ. One, two, three!"""
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,2,"""Terminator X!"""
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,3,"""Yo, I gotta hear that one more time, man. One, two, three!"""
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,4,"""Terminator X!"""
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,5,"""Yeah, boy! For all those that didn't understand, Terminator X!""""Terminator X"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,6,"Ah, savior of the universe"""
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,7,"""Terminator X, it!"""
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,8,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,9,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,10,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,11,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,12,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,13,"Go, go, go, go""The federal government is the number one killer and destroyer of Black leaders!"""
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,14,Take a look at his style (Yeah!)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,15,Take a check of the sound off the record people keepin' him down
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,16,"Trick a chick in Miami, Terminator X packs the jams"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,17,Who gives a fuck about a goddamn Grammy?
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,18,Anyway and I'm sayin' the D's defending the mike
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,19,"Yeah, who gives a fuck about what they like, right?"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,20,"The power is bold, the rhymes politically cold"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,21,No judge can ever budge or ever handle his load
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,22,"Yes, the coming is near and he's about to become"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,23,"The one and only missionary lord, son of a gun"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,24,"Going on and on, back trackin' the whack"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,25,"Explain the knack y'all for the actual fact, c'mon"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,26,"""You dope pushers, using your fame as a DJ to sell drugs!"""
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,27,Terminator (Go off)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,28,Go ahead
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,29,Terminator (Go off)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,30,Go ahead
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,31,Terminator (Go off)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,32,Go ahead
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,33,Terminator (Go off)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,34,Go ahead
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,35,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,36,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,37,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,38,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,39,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,40,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,41,"""You on the radio, how long you think we gonna allow you to get away with that thing?"""
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,42,(They go on and on) Until he reaches the coast
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,43,"Tired, wired of his own race playing him close"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,44,Understand his type of music kills the plan of the Klan
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,45,You know the pack attack the man with the palm of his hands
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,46,"Police, wild beasts, dogs on a leash"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,47,No peace to reach - thats why he's packin' his black piece
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,48,"Terminator X, yellin' with his hands"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,49,"Damn, almighty rulin', ready to jam"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,50,But his cuts drive against the belt
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,51,(Shit) He's bad by his damn self
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,52,"Yeah, his one job, cold threaten the crowd"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,53,Loud sound pound makin' brothers proud (Boy)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,54,"""Black people's minds are being controlled in unity, Black music!"""
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,55,Terminator (Go off)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,56,Go ahead
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,57,Terminator (Go off)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,58,Go ahead
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,59,Terminator (Go off)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,60,Go ahead
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,61,Terminator (Go off)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,62,Go ahead
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,63,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,64,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,65,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,66,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,67,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,68,"Go, go, go, go"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,69,"""You, in Black music! I'm warning you to change your ante for the role!"""
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,70,Gettin' small makin' room for it all
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,71,"(Flavor's on the phone, so I can make the call)"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,72,"I know you're clockin' the enemy, you should be clockin' the time"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,73,Checkin' records I'm wreckin' you for defecting my rhyme
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,74,"No provokin', no jokin', you know the stage is set"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,75,If you're thinkin' I'm breakin' (He ain't rocked it yet)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,76,My education is takin' you for a long ride
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,77,I'll make your brain slip and do the (Slide)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,78,"Glide into infinity, it's infinite"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,79,"With your hands in your pockets, I know your money is spent"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,80,"Like this, like that, butter for the fat(If you kill my dog, I'ma slay your cat)"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,81,"It's like that y'all, can you handle it son?"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,82,I'm Public Enemy number one
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,83,Terminator (Go off)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,84,Go ahead
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,85,Terminator (Go off)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,86,Go ahead
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,87,Terminator (Go off)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,88,Go ahead
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,89,Terminator (Go off)
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,90,Go ahead
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,91,"Yeah, Terminator, yeah!"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,92,Rockin' like that! Like that!
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,93,"Yeah, man! That's right, boy!"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,94,"Terminator X, drivin' you to the edge of panic, boy!"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,95,"Yeah, that's right!"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,96,"Yo, Terminator"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,97,"Let 'em know you gon' speak with your hands, boy!"
Terminator X To The Edge of Panic,Public Enemy,male,1998,Old School,Terminator X to the Edge of Panic,98,"Haha, yeah!"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,1,"Now Peter Piper picked peppers, but Run rocked rhymes"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,2,"Humpty Dumpty fell down, that's his hard time"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,3,Jack B. Nimble was nimble and he was quick
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,4,"But Jam Master cut faster, Jack's on Jay's dick"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,5,Now Little Bo Peep cold lost her sheep
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,6,And Rip van Winkle fell the hell asleep
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,7,And Alice chilling somewhere in Wonderland
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,8,Jack's serving Jill a bucket in his hand
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,9,And Jam Master Jay's making all that sound
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,10,"The turntables might wobble, but they don't fall down"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,11,Now Dr. Seuss and Mother Goose both did their thing
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,12,But Jam Master's getting loose and D.M.C.'s the king
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,13,"Cause he's adult entertainer, child educator"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,14,Jam Master Jay king of the crossfader
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,15,"He's the better of the best, best believe he's the baddest"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,16,Perfect timing when I'm climbing I'm a rhyming apparatus
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,17,"Lot of guts, when he cuts, girls move their butts"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,18,"His name is Jay, hear the play, he must be nuts"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,19,And on the mix real quick and I'd like to say
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,20,"He's not Flash, but he's fast and his name is Jay"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,21,"It… it goes a one, two, three, and…"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,22,Jay's like King Midas as I was told
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,23,Everything that he touched turned to gold
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,24,"He's the greatest of the greater, get it straight, he's great"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,25,Playing fame cause his name is known in every state
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,26,"His name is Jay, to see him play, will make you say“God damn that DJ made my day”Like the butcher, the baker, the candlestick maker"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,27,"He's a maker, a breaker, and a title taker"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,28,Like the little old lady who lived in a shoe
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,29,If cuts were kids he would be due
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,30,"Not lying, y'all, he's the best I know"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,31,And if I lie my nose will grow
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,32,Like a little wooden boy named Pinocchio
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,33,And you all know how the story go
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,34,"Tricks are for kids, he plays much gigs"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,35,He's a big bad wolf and you're the three pigs
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,36,He's a big bad wolf in your neighborhood
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,37,"Not bad meaning bad, but bad meaning good"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,38,There it is
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,39,"We're Run-D.M.C., got a beef to settle"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,40,"D's not Hansel, he's not Gretel"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,41,"Jay's a winner, not a beginner"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,42,"His pockets get fat, others get thinner"
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,43,J-j-j-j-j… jump on Jay like cows jump moons
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,44,People chase Jay like dish and spoon
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,45,And like all fairy tales end
Peter Piper,Run DMC,male,1986,Old School,Peter Piper,46,"You'll see Jay again my friend, huh!"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,1,"Punk-rock, new-wave, and soul"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,2,"Pop music, salsa and rock and roll"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,3,"Calypso, reggae, rhythm and blues"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,4,Master mix those number one tunes
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,5,Play that favorite song of mine
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,6,And accept my calls on the request line
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,7,DJ will play just for you
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,8,But I gotta get down and show I know how to
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,9,"We got favorites, a favorite color"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,10,"A favorite number, a favorite brother"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,11,"A favorite sister, a favorite dish"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,12,A favorite car or a favorite wish
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,13,A favorite team or pair of jeans
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,14,A favorite song to sing
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,15,And when I'm in the mood to hear good music play
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,16,I'm entertained by my favorite DJ
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,17,I wanna dance and think of romance
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,18,I wanna get down on my favorite sound
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,19,I need music energy from my head to my feet - ah
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,20,First I hear it and then I start to feel it
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,21,My fingers start snapping and my hands start clapping
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,22,A spirit lifts and then my backbone slips
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,23,I want to keep on step at the discotheque
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,24,"So just play that beat, play it, kick it"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,25,"Play that beat, why don't you play it for me?"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,26,"Play it, kick it"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,27,"Play that beat, why don't you play it for me?"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,28,"Play it, kick it"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,29,Play that beat
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,30,Play that beat
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,31,"Play that beat, why don't you play it for me?"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,32,Play it at the disco
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,33,Play it in your headphones
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,34,Play it at the party
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,35,Play it in your home
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,36,Play it on your lunch break
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,37,The beat that makes your body shake
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,38,Play that beat
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,39,"Play it, kick it"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,40,"Play that beat, why don't you play it for me?"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,41,"Play that beat, why don't you play it for me?"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,42,Play that beat
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,43,Play that beat
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,44,Play that beat
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,45,Why don't you play it for me?
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,46,You can play it
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,47,And play it and play it and play it and play it
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,48,And play it all night long
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,49,And I'll listen to it over and over
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,50,Again and again and again and again
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,51,"You can play my song, yes"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,52,And I'll keep on dancing and keep on dancing
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,53,Having fun until the morning sun
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,54,DJ will play just for you
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,55,So you gotta get down and show you know how to
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,56,I've been waiting to feel a sensation
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,57,Of my song when I hear it come on
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,58,It takes me away from everyday things
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,59,The music vibration is an inspiration
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,60,It lifts my spirit any time I hear it
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,61,God knows it makes you feel good
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,62,Go 'head mister disc jockey
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,63,Play that beat
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,64,"Play it, kick it"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,65,"Play that beat, why don't you play it for me"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,66,"Play that beat, why don't you play it for me"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,67,Play that beat
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,68,Play that beat
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,69,Play that beat
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,70,Why don't you play it for me?
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,71,You can play it
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,72,And play it and play it and play it and play it
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,73,And play it all night long
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,74,And I'll listen to it over and over
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,75,Again and again and again and again
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,76,"While you play my song, yes"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,77,And I'll keep on dancing and keep on dancing
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,78,Having fun until the morning sun
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,79,"Play it for me, just play it for me!"
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,80,Hooo... He is the king of every beat
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,81,The one man band seven days a week
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,82,The passion and pain of radio
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,83,Celebrity of every disco
Play That Beat Mr DJ,GLOBE & Whiz Kid,male,2001,Modern,Play That Beat Mr. D.J.,84,The one with the gifted fingertips
