title,artist,gender,year,bucket,track_title,line,lyric
Dear Mama,2Pac,male,1995,Old School,Dear Mama,44,And I could see you comin' home after work late
Dear Mama,2Pac,male,1995,Old School,Dear Mama,45,"You're in the kitchen, tryin' to fix us a hot plate"
Dear Mama,2Pac,male,1995,Old School,Dear Mama,46,You just workin' with the scraps you was given
Dear Mama,2Pac,male,1995,Old School,Dear Mama,47,"And Mama made miracles every Thanksgivin'But now the road got rough, you're alone"
Dear Mama,2Pac,male,1995,Old School,Dear Mama,48,You're tryin' to raise two bad kids on your own
Dear Mama,2Pac,male,1995,Old School,Dear Mama,49,"And there's no way I can pay you back, but my plan"
Dear Mama,2Pac,male,1995,Old School,Dear Mama,50,Is to show you that I understand: you are appreciated
Dear Mama,2Pac,male,1995,Old School,Dear Mama,51,"Lady, don't you know we love ya? (Dear Mama)"
Dear Mama,2Pac,male,1995,Old School,Dear Mama,52,"Sweet lady, place no one above ya (You are appreciated)"
Dear Mama,2Pac,male,1995,Old School,Dear Mama,53,"Sweet lady, don't you know we love ya?"
Dear Mama,2Pac,male,1995,Old School,Dear Mama,54,Pour out some liquor and I reminisce
Dear Mama,2Pac,male,1995,Old School,Dear Mama,55,‘Cause through the drama I can always depend on my mama
Dear Mama,2Pac,male,1995,Old School,Dear Mama,56,And when it seems that I'm hopeless
Dear Mama,2Pac,male,1995,Old School,Dear Mama,57,You say the words that can get me back in focus
Dear Mama,2Pac,male,1995,Old School,Dear Mama,58,When I was sick as a little kid
Dear Mama,2Pac,male,1995,Old School,Dear Mama,59,To keep me happy there's no limit to the things you did
Dear Mama,2Pac,male,1995,Old School,Dear Mama,60,And all my childhood memories
Dear Mama,2Pac,male,1995,Old School,Dear Mama,61,Are full of all the sweet things you did for me
Dear Mama,2Pac,male,1995,Old School,Dear Mama,62,And even though I act crazy
Dear Mama,2Pac,male,1995,Old School,Dear Mama,63,I gotta thank the Lord that you made me
Dear Mama,2Pac,male,1995,Old School,Dear Mama,64,There are no words that can express how I feel
Dear Mama,2Pac,male,1995,Old School,Dear Mama,65,"You never kept a secret, always stayed real"
Dear Mama,2Pac,male,1995,Old School,Dear Mama,66,And I appreciate how you raised me
Dear Mama,2Pac,male,1995,Old School,Dear Mama,67,And all the extra love that you gave me
Dear Mama,2Pac,male,1995,Old School,Dear Mama,68,I wish I could take the pain away
Dear Mama,2Pac,male,1995,Old School,Dear Mama,69,"If you can make it through the night, there's a brighter day"
Dear Mama,2Pac,male,1995,Old School,Dear Mama,70,Everything will be alright if you hold on
Dear Mama,2Pac,male,1995,Old School,Dear Mama,71,"It's a struggle every day, gotta roll on"
Dear Mama,2Pac,male,1995,Old School,Dear Mama,72,"And there's no way I can pay you back, but my plan"
Dear Mama,2Pac,male,1995,Old School,Dear Mama,73,Is to show you that I understand: you are appreciated
Dear Mama,2Pac,male,1995,Old School,Dear Mama,74,"Lady, don't you know we love ya? (Dear Mama)"
Dear Mama,2Pac,male,1995,Old School,Dear Mama,75,"Sweet lady, place no one above ya (You are appreciated)"
Dear Mama,2Pac,male,1995,Old School,Dear Mama,76,"Sweet lady, don't you know we love ya? (Dear Mama)"
Dear Mama,2Pac,male,1995,Old School,Dear Mama,77,"Sweet lady, lady (Dear Mama)"
Dear Mama,2Pac,male,1995,Old School,Dear Mama,78,"Lady, lady"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,1,NA
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,2,"Right about now, N.W.A. court is in full effect"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,3,Judge Dre presiding
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,4,In the case of N.W.A. versus the Police Department
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,5,"Prosecuting attorneys are; MC Ren, Ice Cube"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,6,"And Eazy-motherfucking-EOrder, order, order!"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,7,"Ice Cube, take the motherfucking stand"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,8,"Do you swear to tell the truth, the whole truth"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,9,And nothing but the truth so help your black ass?
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,10,"You goddamn right!Well, won't you tell everybody what the fuck you gotta say?"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,11,Fuck the police comin' straight from the underground!A young nigga got it bad ‘cause I'm brown
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,12,"And not the other color, so police think"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,13,They have the authority to kill a minority
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,14,Fuck that shit ‘cause I ain't the one
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,15,For a punk motherfucker with a badge and a gun
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,16,To be beating on and thrown in jail
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,17,We can go toe-to-toe in the middle of a cell
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,18,Fuckin' with me ‘cause I'm a teenager
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,19,With a little bit of gold and a pager
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,20,"Searchin' my car, lookin' for the product"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,21,Thinkin' every nigga is sellin' narcotics
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,22,You'd rather see me in the pen
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,23,Than me and Lorenzo rollin' in a Benz-o
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,24,Beat a police out of shape
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,25,"And when I'm finished, bring the yellow tape"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,26,To tape off the scene of the slaughter
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,27,Still getting swole off bread and water
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,28,I don't know if they fags or what
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,29,"Search a nigga down, and grabbing his nuts"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,30,"And on the other hand, without a gun, they can't get none"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,31,But don't let it be a black and a white one
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,32,‘Cause they'll slam ya down to the street top
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,33,Black police showing out for the white cop
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,34,Ice Cube will swarm
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,35,On any motherfucker in a blue uniform
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,36,Just ‘cause I'm from the CPT
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,37,Punk police are afraid of me
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,38,"Huh, a young nigga on the warpath"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,39,"And when I'm finished, it's gonna be a bloodbath"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,40,"Of cops, dying in L.A"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,41,"Yo, Dre, I got something to say"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,42,Fuck tha police!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,43,Fuck tha police!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,44,Fuck tha police!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,45,Fuck tha police!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,46,"Pull your goddamn ass over right now!Aww shit, now, what the fuck you pullin' me over for?"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,47,"‘Cause I feel like it!Just sit your ass on the curb and shut the fuck up!Man, fuck this shit!"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,48,"A'ight, smartass, I'm taking your black ass to jail!MC Ren, will you please give your testimony"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,49,To the jury about this fucked up incident?
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,50,Fuck the police! And Ren said it with authority
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,51,Because the niggas on the street is a majority
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,52,A gang is with whoever I'm steppin'
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,53,And the motherfuckin' weapon is kept in
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,54,"A stash box, for the so-called law"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,55,Wishing Ren was a nigga that they never saw
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,56,Lights start flashing behind me
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,57,"But they're scared of a nigga, so they mace me to blind me"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,58,"But that shit don't work, I just laugh"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,59,Because it gives them a hint not to step in my path
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,60,"For police, I'm saying, ""Fuck you, punk!""Reading my rights and shit, it's all junk"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,61,"Pulling out a silly club, so you stand"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,62,With a fake-ass badge and a gun in your hand
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,63,But take off the gun so you can see what's up
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,64,"And we'll go at it, punk, and I'ma fuck you up!"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,65,Make you think I'ma kick your ass
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,66,"But drop your gat, and Ren's gonna blast"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,67,I'm sneaky as fuck when it comes to crime
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,68,But I'ma smoke them now and not next time
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,69,Smoke any motherfucker that sweats me
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,70,Or any asshole that threatens me
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,71,I'm a sniper with a hell of a scope
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,72,"Taking out a cop or two, they can't cope with me"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,73,The motherfuckin' villain that's mad
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,74,With potential to get bad as fuck
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,75,So I'ma turn it around
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,76,"Put in my clip, yo, and this is the sound"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,77,(Gunshot sounds)
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,78,"Yeah, somethin' like that"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,79,But it all depends on the size of the gat
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,80,Taking out a police would make my day
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,81,But a nigga like Ren don't give a fuck to say…
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,82,Fuck tha police!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,83,Fuck tha police!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,84,Fuck tha police!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,85,Fuck tha police!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,86,(Knocking sounds)
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,87,"Yeah, man, what you need?"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,88,"Police, open out!Aww, shit"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,89,We have a warrant for Eazy-E's arrest
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,90,Get down and put your hands right where I can see 'em!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,91,"(Move, motherfucker, move now!)"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,92,"What the fuck did I do, man? What did I do?"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,93,Just shut the fuck up
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,94,And get your motherfucking ass on the floor!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,95,"(You heard the man, shut the fuck up!)"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,96,But I didn't do shit
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,97,"Man, just shut the fuck up!Eazy-E, won't you step up to the stand"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,98,And tell the jury how you feel about this bullshit?
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,99,I'm tired of the motherfuckin' jackin'
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,100,"Sweating my gang, while I'm chillin' in the shack, and"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,101,"Shining the light in my face, and for what?"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,102,Maybe it's because I kick so much butt
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,103,"I kick ass, or maybe ‘cause I blast"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,104,On a stupid ass nigga when I'm playing with the trigger
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,105,Of an Uzi or an AK
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,106,‘Cause the police always got somethin' stupid to say
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,107,They put out my picture with silence
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,108,‘Cause my identity by itself causes violence
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,109,The E with the criminal behavior
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,110,"Yeah, I'm a gangsta, but still I got flavor"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,111,"Without a gun and a badge, what do you got?"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,112,A sucker in a uniform waiting to get shot
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,113,"By me, or another nigga"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,114,"And with a gat, it don't matter if he's smaller or bigger(Size don't mean shit, he's from the old school, fool!)"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,115,"And as you all know, E's here to rule"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,116,"Whenever I'm rollin', keep lookin' in the mirror"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,117,"And ears on cue, yo, so I can hear a"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,118,Dumb motherfucker with a gun
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,119,"And if I'm rollin' off the 8, he'll be the one"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,120,"That I take out, and then get away"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,121,"While I'm driving off laughing, this is what I'll say"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,122,Fuck tha police!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,123,Fuck tha police!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,124,Fuck tha police!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,125,Fuck tha police!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,126,The verdict:The jury has found you guilty of being a redneck
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,127,"White bread, chickenshit motherfucker"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,128,"Wait, that's a lie! That's a goddamn lie!"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,129,Get him out of here!I want justice!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,130,Get him the fuck out my face!I want justice!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,131,"Out, right now!Fuck you, you black motherfuckers!"
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,132,Fuck tha police!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,133,Fuck tha police!
Fuck Tha Police,NWA,male,1988,Old School,Fuck tha Police,134,Fuck tha police!
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,1,Who you trying to get crazy with ése?
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,2,Don't you know I'm loco?
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,3,To the one on the flamboyant tempa
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,4,Just toss that ham in the frying pan
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,5,"Like spam, get done when I come and slam"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,6,"Damn, I feel like the Son of Sam"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,7,"Don't make me wreck shit, hectic"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,8,Next get the chair got me going like General Electric
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,9,"""Aaaant"", the lights are blinking, I'm thinking"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,10,It's all over when I go out drinking
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,11,"Ohh, making my mind slow"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,12,That's why I don't fuck with the big 4-O
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,13,"Bro, I got to maintain"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,14,'Cause a nigga like me is going insane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,15,Insane in the membrane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,16,Insane in the brain!
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,17,Insane in the membrane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,18,Insane in the brain!
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,19,Insane in the membrane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,20,"Crazy insane, got no brain!"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,21,Insane in the membrane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,22,Insane in the brain!
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,23,"Do my shit undercover, now it's time for the blubber"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,24,"Blabber, to watch that belly get fatter"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,25,"Fat boy on a diet, don't try it"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,26,I'll jack yo' ass like a looter in a riot
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,27,"My shit's fat, like a sumo, slamming dat ass"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,28,"Leavin your face in the grass'Cause you know, I don't take a duro, lightly"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,29,Punks just jealous 'cause they can't outwrite me
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,30,"Or kick that style, wicked, wild"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,31,Happy face nigga never seen me smile
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,32,"Rip that mainframe, I'll explain"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,33,A nigga like me is going insane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,34,Insane in the membrane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,35,Insane in the brain!
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,36,Insane in the membrane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,37,Insane in the brain!
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,38,Insane in the membrane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,39,"Crazy insane, got no brain!"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,40,Insane in the membrane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,41,Insane in the brain!
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,42,"Like Louie Armstrong, played the trumpet"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,43,I'll hit that bong and break you off something
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,44,Soon I got to get my props
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,45,"Cops, come and try to snatch my crops"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,46,These pigs wanna blow my house down
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,47,Head underground to the next town
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,48,They get mad when they come to raid my pad
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,49,And I'm out in the nine-deuce Cad'
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,50,"Yes I'm the pirate, pilot"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,51,Of this ship if I get with the ultraviolet dream
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,52,Hide from the red light beam
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,53,Now do you believe in the unseen?
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,54,"Look, but don't make you eyes strain"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,55,A nigga like me is going insane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,56,Insane in the membrane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,57,Insane in the brain!
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,58,Insane in the membrane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,59,Insane in the brain!
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,60,Insane in the membrane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,61,"Crazy insane, got no brain!"
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,62,Insane in the membrane
Insane In The Brain,Cypress Hill,male,1993,Old School,Insane in the Brain,63,Insane in the brain!
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),1,Y'all gon' make me lose my mind
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),2,"Up in here, up in here"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),3,Y'all gon' make me go all out
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),4,"Up in here, up in here"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),5,Y'all gon' make me act a fool
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),6,"Up in here, up in here"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),7,Y'all gon' make me lose my cool
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),8,"Up in here, up in here"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),9,"If I gotsta bring it to you cowards, then it's gonna be quick"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),10,"Aight, all your mans up in the jail before sucked my dick"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),11,And all them other cats you run with
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),12,"Get done with, dumb quick"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),13,How the fuck you gonna cross the dog with some bum shit?
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),14,"Aight, there go the gun click, 911 shit"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),15,All over some dumb shit; ain't that some shit?
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),16,Y'all niggas remind me of a strip club
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),17,"‘Cause every time you come around, it's like what?"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),18,I just gotta get my dick sucked
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),19,And I don't know who the fuck you think you talking to
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),20,"But I'm not him, aight, Slim? So watch what you do!"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),21,Or you gon' find yourself buried next to someone else
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),22,And we all thought you loved yourself
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),23,But that couldn't have been the issue
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),24,Or maybe they just saying that now ‘cause they miss you
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),25,"Shit, a nigga tried to diss you"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),26,That's why you laying on your back
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),27,Looking at the roof of the church
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),28,Preacher tellin' the truth and it hurts
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),29,Y'all gon' make me lose my mind
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),30,"Up in here, up in here"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),31,Y'all gon' make me go all out
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),32,"Up in here, up in here"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),33,Y'all gon' make me act a fool
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),34,"Up in here, up in here"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),35,Y'all gon' make me lose my cool
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),36,"Up in here, up in here"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),37,"Off the chain, I leave niggas soft in the brain"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),38,"‘Cause niggas still want the fame, off the name"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),39,"First of all, you ain't rapped long enough"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),40,"To be fucking with me; and you, you ain't strong enough"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),41,So whatever it is you puffin' on
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),42,"That got you think that you Superman, I got the Kryptonite"
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),43,Should I smack him with my dick and the mic?
Party Up (Up In Here),DMX,male,1999,Old School,Party Up (Up In Here),44,"Y'all niggas is characters, not even good actors"
